,itemID_1,itemID_2,isDuplicate,generationMethod
2924682,5194067,6043669,0,1
807479,882620,5609189,0,1
1169473,1330945,3785417,0,3
145403,149090,1841532,0,3
2016458,2607834,4187190,0,1
2459449,3522343,4948817,0,3
1434921,1688200,2232270,0,3
470775,495752,4834784,0,3
929845,1028798,5258268,0,1
2536324,3714465,5725161,0,3
1897479,2400788,2459633,0,1
1934776,2464005,3276537,0,3
1495707,1776020,1866134,1,1
2595425,3873850,5783659,1,1
2555740,3765452,5550902,1,1
2418079,3422778,3769101,1,3
1455482,1717796,4047217,1,1
191446,197237,5254910,0,1
1811956,2259218,4414010,0,1
31995,33137,2508871,0,1
1263712,1454319,3023449,1,1
1939027,2471120,3552161,0,1
721796,780878,3039589,0,3
2189094,2929093,3619869,0,1
2829341,4682920,5333793,0,1
394977,413623,1183861,0,3
1482835,1757730,3543966,1,2
1788543,2221475,4376225,0,3
2740327,4329521,4688785,1,1
2197649,2946470,5416157,1,1
2070623,2704812,6062415,0,1
303397,314827,480106,0,3
1817422,2268201,4689034,0,1
2494268,3607718,5334410,0,3
2133835,2822703,3153285,1,2
1021892,1141964,1260231,1,1
1539171,1839634,4401313,0,1
1835415,2297339,5178607,0,3
153349,157400,3249207,0,1
1267727,1459616,3160590,1,2
772283,840823,4289175,0,3
1715127,2105279,3043250,1,2
1765326,2184810,3517221,1,1
1106951,1250257,3445590,0,3
636615,682390,5059646,1,1
1760002,2176113,5312545,1,1
588528,627938,3407866,1,1
2804085,4575284,4626830,0,1
2503200,3629307,4017076,0,3
2244342,3042007,3280999,1,1
2193068,2937038,3590542,0,1
1799915,2239889,2323218,0,1
877601,966128,5059652,1,3
531026,564290,3394695,1,1
1356770,1580745,2021497,0,1
2128265,2812012,4501669,1,1
1189553,1357389,1987290,0,1
17136,17993,1106994,0,1
864737,950654,3689428,0,1
2524306,3682608,5349581,0,1
957216,1061876,5033310,0,1
2946103,5356738,5507624,0,1
2715743,4244785,5999844,0,3
2686220,4147164,5356830,0,1
1965598,2517739,4200855,0,1
823198,901578,2934361,1,1
309097,320888,2235160,1,1
2350581,3269118,4426894,1,1
1196663,1366403,2513716,1,1
99271,102039,924356,1,1
483418,510072,842066,0,3
1435140,1688576,2443664,0,3
1570095,1885308,3871218,0,3
2703646,4204412,5772405,1,1
382922,400403,1588075,1,1
409124,428500,1041574,1,1
702189,757888,1765638,0,1
2600964,3889651,4288188,1,1
2342627,3250981,3450152,0,1
511463,541922,955945,0,1
349815,364826,5171803,0,1
1567593,1881437,4257950,0,1
2975611,5663729,5849885,0,1
2437307,3468312,5740299,0,1
142595,146295,2562564,0,1
2690977,4162937,5962770,0,1
1883292,2377186,5981084,0,1
2333703,3230728,5136127,0,1
2307213,3173295,3174173,1,1
691609,745426,3905025,1,1
2945400,5350788,5816699,1,1
1018209,1137327,2986600,0,3
2821326,4648053,4757508,1,1
222130,228348,4307286,1,1
1122727,1270532,4067863,0,1
57429,59192,871590,1,1
2256148,3066140,5958035,0,3
263244,271604,2230564,1,1
1096285,1236649,2497124,0,3
1744033,2150868,5165207,0,1
2420710,3429060,4909951,1,1
1229967,1410050,5514645,1,1
2302369,3163219,3429361,0,1
2670554,4097290,4485594,0,3
1490666,1769229,5443191,1,2
2824336,4661202,5586877,1,1
673799,724546,797959,0,1
496482,525031,4982345,0,1
1958955,2506561,4856253,0,1
206837,212327,3176587,0,1
1592416,1918544,5291713,0,1
2541300,3727682,5270624,1,1
1668053,2033313,5650463,0,1
686882,739549,2426811,1,3
1282530,1479370,4082079,0,3
333317,346640,528339,0,3
2461179,3526554,4191672,1,1
1456954,1719762,2635464,0,1
916453,1012576,3030962,0,3
1363072,1589419,2859270,1,2
61980,63759,1066414,1,1
7249,7613,5066300,0,3
1267161,1458997,4220940,1,2
698878,753887,5576132,0,1
2061260,2688574,2962008,1,1
87912,90869,5623312,1,1
423851,444341,3991161,0,3
2891988,4990268,5230786,1,1
1416401,1662687,5760361,1,1
1548542,1853402,5248650,0,3
2528193,3692647,4360108,1,2
1699639,2081276,3241186,0,1
69008,71118,2842320,1,1
2062916,2691290,4424672,1,1
375912,392976,4206928,0,1
372049,388986,2815180,1,1
1416461,1662778,5395373,0,3
2247390,3047907,5391675,0,1
2514053,3657038,5943128,0,1
76257,78605,2683200,1,1
610145,652213,4652313,0,1
1549226,1854335,2975043,1,2
1781006,2209709,4720713,0,1
2135313,2825427,5678751,1,3
910216,1005219,4884774,1,1
324513,337593,5846907,0,3
1715163,2105318,3505373,1,1
1963088,2513418,3479283,0,1
1296607,1498388,3818408,1,1
2214472,2980824,6104674,0,3
1696612,2076776,5996058,1,1
2697704,4185121,5634015,0,1
318291,330931,938112,1,3
2182861,2916948,5511501,0,3
933709,1033657,1280024,1,1
2006809,2590270,3339425,1,1
1582535,1903679,2719480,1,2
1133959,1285051,2142657,0,1
1702516,2085591,4112596,0,1
705559,761874,3488769,0,1
2944186,5341128,5610177,1,1
1217910,1394494,1403141,0,1
2112194,2782049,5478790,0,1
2267965,3090713,3771344,1,1
1245347,1430087,5823750,0,1
1432867,1685707,5361365,0,3
523302,555492,763349,0,1
1265985,1457453,3717482,0,1
2509927,3646595,5470015,0,3
1278044,1473675,2545047,1,1
2008210,2592950,5653059,1,1
2451026,3501114,4287398,0,1
800280,873948,4702898,0,3
2474914,3560300,5710245,1,1
1836145,2298446,6051816,0,1
1895701,2397810,4832317,1,1
2367772,3307556,3475125,0,1
2657498,4057401,5488524,0,1
2192881,2936738,4684860,0,1
1678049,2048722,2636500,0,3
1335529,1551852,2566501,0,1
96688,99348,2921988,1,1
215349,221302,4023594,1,1
144495,148267,804450,1,1
862961,948670,2480822,0,3
74368,76674,5750609,0,3
375981,393029,2387797,1,1
1126430,1275560,1728422,0,3
1944614,2480850,4046550,1,1
2469678,3547213,4653345,1,1
1322621,1533879,3352803,1,1
1392831,1629476,2029497,1,1
2331356,3225562,4908909,0,1
78479,80994,3312784,1,2
2635503,3989787,5962771,0,3
2975639,5664048,5971029,0,3
72790,74988,3983557,1,1
1533257,1830931,5482521,0,1
2767861,4431330,4529523,1,1
1885861,2381545,4624044,0,1
2030946,2633800,4120169,1,2
2477989,3567808,5749623,1,1
172195,177303,298987,1,1
2681648,4132543,5959557,0,3
790574,862489,1450948,1,1
814758,891531,1828884,0,1
1219406,1396663,5768896,0,3
2839451,4727010,6010722,0,3
2848158,4767556,5967779,0,1
1805974,2249329,3355461,1,1
2542113,3729586,5989729,1,1
2035421,2641525,5758571,1,1
1827756,2284446,3666158,0,3
2804048,4575221,5974053,0,3
1436244,1690109,4279132,0,1
2574585,3816362,5478486,0,1
190934,196678,2797868,0,3
1931862,2458873,4950199,0,1
955419,1059713,2896118,0,1
2594887,3872463,5074522,0,3
1886107,2381920,3605331,1,1
2083209,2728359,3367264,0,3
2846960,4761927,5505482,0,1
465979,490614,1115929,0,3
222716,228977,2374801,1,1
185403,190866,2087251,0,1
926451,1024563,2873520,1,1
2579273,3829730,5381975,1,1
2284915,3126475,3286157,0,1
1093506,1233100,3274028,0,1
348542,363406,2403350,0,3
975523,1084418,2337700,0,3
1654749,2012746,2956010,0,1
2002120,2582455,3605629,0,1
806360,881267,2302042,1,2
2037429,2645267,4840322,0,1
1377890,1609154,5272667,0,3
2785337,4498812,6095084,0,1
717542,775727,2171622,0,1
2225119,3002568,4706624,0,3
1073147,1206890,2508550,1,1
2961051,5494126,5978693,0,1
716640,774779,3721165,0,1
2785728,4500367,5723892,1,1
706347,762856,2227588,0,3
2067110,2698484,3127425,0,1
520421,552143,4282398,0,1
1968918,2523705,5911621,0,1
1931288,2457877,5798073,0,1
67478,69316,1401517,0,1
1415190,1660902,5248680,1,1
10636,11099,186154,0,1
1696838,2077165,3343349,1,1
678328,729870,2366567,0,1
2411864,3408572,3491268,0,1
1073076,1206764,2203315,1,1
2094768,2749528,2773682,0,1
2295408,3149075,3149349,1,1
1764326,2183287,6011647,1,1
394297,412797,1523644,0,3
2152833,2859312,3346742,0,3
1676813,2046738,4587996,0,1
797034,870268,2263127,0,3
2721456,4264219,5685501,0,3
1339088,1556790,2410115,1,2
91411,94239,2415540,0,3
1062949,1194161,2180176,0,3
2370278,3313847,3928111,0,3
1409759,1653166,2719137,1,1
923938,1021456,5433469,0,3
1339968,1557981,1973742,0,1
2960415,5487288,5723321,0,1
812416,888746,5939262,0,3
2301791,3162098,4362071,0,1
2747070,4354198,4537631,1,2
236150,242938,1752685,0,1
70046,72241,1633475,0,1
2464769,3535109,5438109,0,1
1123843,1271921,4636973,0,1
39282,39995,2689557,0,1
266292,275114,2537450,0,3
961629,1067064,1104867,0,1
1362874,1589177,4263722,0,3
1288245,1487174,4538667,1,1
963517,1069401,5540973,1,1
1230948,1411548,2053042,0,1
1528756,1824034,1860902,0,3
486091,513104,3992147,0,1
2768863,4434896,4956492,1,1
189476,194995,5233498,0,1
90744,93512,1183399,1,1
963119,1068938,5723602,0,1
2726081,4279802,4439573,0,1
2096446,2752782,2905854,0,3
1968223,2522414,3470769,0,3
1491059,1769780,3161368,0,1
1014108,1132580,5367612,1,1
924984,1022699,5442408,0,1
2927559,5215703,5598973,0,1
1792942,2228683,5876766,0,1
2939288,5302723,5900742,0,3
2594062,3870160,5239948,0,1
2746528,4352405,5298489,0,3
1196387,1366068,5704288,0,1
1323687,1535135,4229435,0,3
209276,214968,2888386,1,1
1303000,1507081,5880894,0,1
2203080,2957384,4726996,0,3
953712,1057569,2273702,0,1
17808,18892,5625524,0,1
873064,960678,4469186,0,1
2777723,4468431,5640332,1,1
2986765,5871803,5930077,0,1
655540,703853,1093863,1,1
857349,942088,1546524,0,3
709188,766429,1576650,0,3
2071934,2707441,3305101,1,1
990205,1102316,5028907,0,1
1984257,2550406,4883679,1,1
1655516,2013882,5072148,0,3
2340347,3245699,6098295,1,3
63988,65669,3787562,1,2
1368645,1596866,1720504,1,2
2194807,2940568,4310967,0,1
20432,21652,4780474,1,1
1437228,1691613,5420354,0,1
170749,175627,5337731,0,1
2591572,3863721,6072877,1,1
2938937,5300180,6062943,1,2
2261553,3077416,3380879,0,1
947715,1050496,4265904,0,3
2785983,4501394,5544981,0,1
2013583,2602608,3297037,1,1
484291,510999,4551108,1,1
2160192,2873390,5364182,0,1
154780,158994,1361110,1,1
2715851,4245067,4521347,1,1
1992630,2565425,3576473,0,3
745745,808880,2638236,0,3
1192424,1360965,5386717,0,1
2136012,2826922,3409952,1,1
1396675,1634654,3502285,1,1
289436,299841,974667,0,1
2261642,3077622,6081276,0,3
2075439,2714193,3303804,0,1
1544609,1847881,1864226,0,1
994892,1108129,3647575,0,1
1367918,1595764,5499681,0,3
2352987,3274319,5637897,1,1
1917576,2434459,3689719,1,3
2061902,2689624,4401791,1,1
1088788,1227122,2357676,0,3
778909,848613,4515427,0,3
520852,552692,2405355,0,1
2274349,3104263,4442344,1,1
1127949,1277413,5231789,0,1
2795526,4540491,5859815,0,1
324854,337829,2095024,0,3
1860102,2337757,3249256,0,3
1570758,1886211,4840843,0,1
2272803,3101153,3131849,0,1
1231594,1412395,1835454,1,1
2074673,2712688,4645709,0,1
1118635,1265287,2228669,1,1
1650104,2005871,4803454,0,1
2869035,4868286,5535003,0,3
2737943,4321495,4822240,0,1
1162752,1322052,2881011,0,1
1228284,1407935,2033372,0,1
2601202,3890375,4741050,1,1
1704580,2088796,3678138,0,3
801468,875292,5679754,1,1
1777123,2203443,2465998,1,2
2697447,4184254,5791316,1,1
2088769,2738508,5582253,0,1
2778993,4473507,5193171,0,1
1796611,2234552,5986474,0,3
2007136,2590920,4223621,1,2
1602494,1933680,5269618,1,1
44234,44971,3295437,0,3
2255584,3065065,4328752,1,1
2783952,4493420,6016516,1,1
1810242,2256227,4229923,1,2
1473254,1744003,2587408,0,1
1962693,2512641,3679873,0,1
2573293,3812502,4607222,0,1
2154278,2861810,4035411,1,1
1394493,1631813,3379349,0,1
1407430,1649835,3115265,0,1
362356,378288,889560,0,1
1295137,1496421,2833757,0,3
478489,504480,5905033,0,1
257551,265566,3857270,1,2
1259997,1449498,3479408,0,1
2864346,4845045,5773532,1,1
1782115,2211476,3441348,1,1
295975,307065,1735820,0,1
1767454,2188094,5954804,0,1
393933,412426,5672028,0,1
1069436,1201926,1984119,1,1
805955,880843,964864,1,1
2408843,3401370,3844177,1,1
2195505,2942105,5997675,1,2
671404,721612,3868687,0,1
1560568,1871001,2881412,1,2
2622413,3952434,5809125,0,1
2803518,4572958,6079271,0,3
2466434,3539249,3706000,0,1
2545786,3739281,4882569,0,1
1113020,1257952,2768498,0,1
2583398,3840709,5656433,0,3
2692155,4166931,4655941,1,1
2956786,5451103,5690759,0,1
1870991,2356482,3991195,1,1
2190682,2932553,3340786,0,3
1596226,1924072,4164225,1,1
1811975,2259260,5098110,1,1
2077898,2718725,3378738,1,2
1736908,2139921,5467541,0,3
327147,340389,5589722,1,1
2514551,3658335,3825005,0,1
1331656,1546312,3050778,0,1
1060298,1190774,3507654,1,1
2784569,4495778,5170018,0,1
991813,1104438,2598584,0,1
1413703,1658717,2882174,1,1
608300,650386,926971,0,1
422357,442749,1418201,1,1
998992,1113282,3512696,0,3
2567693,3797412,4981299,0,1
1649344,2004606,5912466,1,1
2815417,4622600,5890274,0,1
721439,780366,4267296,0,3
1902243,2408406,4242986,1,2
2632833,3982309,5067217,0,1
971964,1079850,4038144,0,3
1716874,2108043,3825047,1,1
2930583,5235926,5773918,0,3
2377428,3330211,4686556,0,3
1771998,2195046,2633215,1,3
1957825,2504428,3160522,0,3
1176083,1339858,1826097,1,1
38438,39135,2661813,0,1
1989268,2559525,4996764,1,1
1998411,2575693,3192499,1,1
475326,500971,5511542,0,1
698187,753101,1479377,0,1
636097,681852,2705189,0,1
1427792,1678614,5264933,0,3
488731,515993,536968,1,1
1856160,2331269,2968321,0,1
550729,585861,5321050,1,1
2304911,3168517,3687214,0,3
1679560,2050953,5302543,1,1
1120376,1267568,4663749,0,1
1535333,1834063,5450515,0,3
564023,600284,5279498,1,1
797274,870580,2024606,1,1
597387,637963,3152600,1,1
404219,423649,1908432,0,3
1270122,1463007,3427173,1,2
1992238,2564693,3120815,1,1
1161753,1320650,1964341,0,1
1202697,1374214,6011397,1,1
2829152,4682079,5576633,0,1
1043826,1169759,3933254,0,1
2664448,4078316,5218329,1,2
2217008,2985854,3614922,0,1
795103,867915,4353379,0,3
1417500,1664127,1831317,0,1
294539,305502,4497561,0,1
823388,901789,4940468,0,1
887648,978798,4229134,0,1
1517510,1807846,3068940,1,1
665371,714867,1445191,0,1
12209,12888,2326566,0,3
2740629,4330756,4859255,0,3
819420,896943,4738569,1,1
1106288,1249371,5672993,1,1
2654465,4047659,4351804,0,3
67956,69797,1783709,1,1
2733343,4305553,5638837,1,2
2512975,3654358,6080157,0,1
1995190,2569913,4402702,0,1
2541353,3727819,5638945,0,3
1413992,1659163,4273935,0,3
362779,378805,3436090,0,1
2640568,4005925,5040248,0,1
1021872,1141938,1332803,0,1
1214619,1389968,1414494,0,3
782537,852857,3782037,1,1
1152423,1308743,4028587,1,1
1310441,1517404,2363307,1,1
1526368,1820614,5881439,1,1
245791,253127,2964828,1,1
440942,462693,5335108,1,1
1556351,1864757,5876186,0,3
760981,827133,4125342,1,1
1290881,1490642,5897875,0,3
1063417,1194654,5293770,1,1
2465677,3537569,3601406,1,1
2260260,3074664,5320150,0,1
830236,909945,2219075,1,1
2620075,3945733,5802831,1,1
502891,532290,2773153,1,1
216013,222038,1575680,0,1
449386,471942,1250189,0,3
523418,555664,2295400,1,1
281026,290649,2686415,0,1
1198114,1368146,5616740,1,1
1541603,1843528,5100687,1,1
230239,236740,3834879,1,1
2301169,3160993,4865239,0,1
298949,310038,4802298,1,2
2651160,4038119,4831642,1,1
814279,890816,4513337,1,1
916027,1012025,6057545,1,1
2413152,3411390,5009662,1,1
557134,592820,783917,1,1
1184618,1350912,2825788,0,3
918626,1015161,1608474,1,1
845298,928223,3235315,1,1
1804970,2247795,2636055,1,1
1219619,1396948,2545294,0,1
2562878,3785019,4858779,1,1
1472327,1742678,2084498,0,3
1340525,1558726,5745973,0,3
1954940,2499216,2856958,1,2
1715657,2106053,4450981,0,1
598930,639628,3585457,1,1
1457422,1720309,3721149,1,1
2218417,2988497,5119649,1,1
2081015,2724506,3108463,1,1
2826773,4671653,5868690,0,1
123474,126749,4403952,0,3
335113,348519,2263767,0,3
939685,1040770,2457238,1,1
232064,238521,2245059,0,3
2478499,3569062,4917287,1,1
2852197,4787177,5021152,1,1
1405429,1646972,5752261,1,2
1021072,1140995,1520136,0,3
1186865,1353770,2703407,1,1
1229116,1408852,2332009,0,1
282508,292328,3002671,0,1
1800819,2241408,3038341,1,1
2388579,3355810,3516895,0,1
1695754,2075587,4294625,1,3
1538959,1839262,3640072,0,3
1334356,1550048,3420741,1,1
1679483,2050847,2515220,1,1
442725,464704,2150786,1,1
353627,369058,3712689,1,2
1275870,1470664,3725129,0,3
2341125,3247664,5094638,1,1
1173156,1335758,3247529,1,1
1383366,1616663,4673195,1,1
380052,397436,1297182,0,1
1929929,2455308,4054525,1,1
2250835,3055076,5315709,1,1
1263780,1454436,2885857,0,1
2506114,3636750,4515956,0,1
2407670,3398545,5316015,0,3
2240846,3034732,3946314,0,3
1939067,2471206,4403977,0,3
265842,274619,4354116,0,1
905227,999137,2695085,1,2
2922445,5177789,5882526,0,3
846790,929862,978159,1,1
890836,982576,3659850,1,2
2332270,3227531,4991316,0,1
1832459,2292398,2849599,1,1
1802824,2244530,2945948,0,1
228949,235353,4189680,0,3
2104016,2767053,2982556,0,3
1958834,2506317,4612807,0,1
2645816,4021454,4475503,1,1
2689211,4157042,5087649,0,1
1828577,2285743,3421273,0,1
2052005,2671367,5885582,0,1
911079,1006312,2579044,0,1
2960592,5489170,5975311,1,1
1315202,1523615,2302828,0,3
1883354,2377282,3357099,1,1
2243347,3040023,5162768,1,1
2085707,2732906,4736702,0,3
1840673,2305236,2879385,0,1
286927,297074,4918291,0,1
302006,313334,5519582,1,1
1129806,1279691,5400223,0,1
332976,346297,5011496,1,1
972190,1080120,4670440,0,1
1132562,1283232,4270047,0,3
566753,603422,1415061,0,1
1258448,1447424,2398280,0,1
1086382,1223825,4721568,1,1
323631,336575,4992480,0,1
2051219,2669978,4682533,0,1
2239782,3032552,4474789,1,1
1904690,2412688,5241736,0,1
976439,1085537,1271783,0,1
989002,1100852,4979022,1,1
1736941,2139977,2431380,1,1
1280368,1476608,4547555,1,1
2376113,3327171,5179795,0,1
2537461,3717475,4861185,0,1
1049735,1176984,5994918,0,1
2272439,3100396,5131058,1,1
1594231,1921171,5852351,1,1
2297365,3152940,4691864,1,1
40596,41440,737235,0,3
458817,482548,3915350,0,1
2027553,2627636,2717924,0,3
1217331,1393719,1777158,0,1
666514,716077,5219008,0,3
172015,177104,5795076,0,1
526706,559409,1206858,1,1
1592286,1918310,3940534,1,1
971548,1079330,1437939,1,2
2880686,4928293,5400790,0,3
580284,618705,6054986,0,1
556918,592593,1601986,0,3
1408451,1651369,5861081,1,1
715743,773692,5537492,1,1
1031714,1154200,2229712,1,1
980299,1090342,1404862,1,1
1827849,2284622,3209013,1,1
2400875,3383033,4707135,1,3
1294170,1495265,5675534,0,1
2845970,4756871,5602869,1,1
226048,232545,3828394,1,1
2936008,5277286,5282825,0,3
626782,671294,5018979,0,1
704559,760777,2778136,0,1
2432838,3457928,3867392,0,1
2224462,3001196,4183560,0,1
1396343,1634249,1738661,0,3
2570871,3805935,4955739,0,1
1416900,1663394,5942629,0,1
2967819,5565985,5788441,1,1
1884229,2378693,4896301,0,3
2434703,3462151,5924574,0,3
1644393,1997452,6060187,1,1
1691380,2068713,3442640,1,1
1459791,1724207,2270700,1,1
913393,1008949,3653461,1,1
1527568,1822286,4857020,1,1
616536,659467,5993302,1,2
2864290,4844791,5466145,1,3
830066,909722,3879663,0,3
2243734,3040786,6041629,0,3
1234218,1415683,2264088,1,2
1773245,2196955,4780012,0,1
173989,178873,478485,1,1
1617158,1956576,3590223,1,3
487385,514541,4272810,0,3
1388600,1623506,2987451,0,1
1245714,1430612,5781209,1,1
2881057,4930506,6076892,1,1
2952401,5410554,5510075,1,1
977370,1086475,5206533,1,1
495776,524193,5879229,1,1
1435811,1689447,2903855,0,3
1291948,1492302,3871670,0,3
784426,855057,1246493,1,1
1111108,1255449,5916989,1,1
1858485,2335060,3898329,1,1
1369174,1597617,3107520,0,1
866299,952631,5517757,0,1
1958570,2505833,4030483,1,1
945153,1047645,3528458,0,1
1420465,1668487,5356987,1,1
2160451,2873881,5483098,0,1
2276991,3109738,5493292,0,1
1327660,1540473,2782837,1,1
2511651,3651236,6070728,1,1
556617,592257,4531995,0,3
2259534,3073163,4568307,1,2
2245387,3044144,4068858,1,1
1334754,1550702,1605767,1,2
1807376,2251533,3540238,0,1
592246,632146,3823538,0,1
2801194,4563898,4710081,1,3
2880659,4928140,5249438,0,1
2193119,2937150,4531878,0,3
943677,1045677,4225987,1,1
1581883,1902672,2611120,1,1
2623643,3955924,5464618,0,1
138243,141926,3739504,1,1
2782074,4485611,5947717,0,1
1980140,2543205,5507504,0,1
1898376,2402208,3799074,1,1
1367487,1595261,2534792,0,3
2973742,5638957,5865954,1,1
1781396,2210291,3923578,0,3
597953,638647,5137294,0,3
2000366,2579255,2944933,0,1
2867877,4862428,5970652,1,1
900454,993559,1597551,0,1
2792438,4527457,4837751,1,1
1757678,2172534,3448889,0,1
1410102,1653710,2226495,1,1
990947,1103302,1201436,1,1
2142136,2838682,4090095,1,1
814612,891295,3939972,1,1
2883727,4945632,5679474,0,1
1961576,2510820,2529090,1,1
1365733,1592936,2041774,0,1
82415,85009,1307786,0,1
1747860,2156773,5394672,1,1
2263287,3081117,5004141,0,3
2041893,2653044,6083794,1,1
1411458,1655633,3449476,0,1
2806543,4585291,5592918,0,1
947100,1049789,4348033,1,1
530414,563574,1989555,0,1
1006836,1123266,5173443,0,1
1829784,2287672,4976040,1,2
787023,858046,982166,0,1
963005,1068811,4549910,1,1
1206521,1379216,4894020,1,1
2670477,4097078,4152872,1,3
419377,439226,3768286,1,1
1094293,1234176,6006328,0,3
475158,500822,2610599,0,1
13958,14856,4270795,0,1
1618229,1958056,3071759,0,3
2034159,2639355,5667800,1,1
2127572,2810604,4787552,0,1
839046,920666,3625726,1,1
59351,61006,6002885,0,1
363584,379659,2947617,1,2
2408782,3401249,3915860,1,1
1702089,2084984,5315086,0,3
2904432,5063450,5568319,1,1
1330961,1545238,3186305,0,1
704285,760415,4106695,1,1
1254986,1442937,2677876,0,3
946202,1048884,4253925,1,1
1067110,1199216,3551563,0,3
1526282,1820512,5248776,1,1
1322638,1533907,5157310,1,1
1747097,2155555,4157317,0,3
341351,355287,935229,0,1
133909,137787,2519087,0,1
1236092,1417989,3824507,1,1
1012441,1130581,2153645,1,1
1843113,2309384,5062134,0,3
2859661,4822090,4924867,1,1
2933501,5257450,5840505,1,1
1851556,2323909,2987754,0,1
1962227,2511856,3100995,1,1
893511,985398,4181264,1,1
2675562,4112858,4347801,1,1
348906,363868,4612757,0,3
205471,211072,1760192,0,1
2173927,2899369,3934527,0,1
1135926,1287584,2614303,0,1
524561,557107,4113613,1,1
1279650,1475675,4628587,1,1
1933254,2461352,4787660,0,1
2059284,2685083,5301561,1,3
2606335,3905251,4789235,0,1
983621,1094316,2364843,0,3
481125,507513,1414541,1,1
732659,793477,872541,0,1
33955,34948,919484,0,1
537303,571197,5659229,0,1
873637,961480,1031011,1,1
913458,1009053,1011367,1,1
559542,595477,5763893,0,3
1684198,2057951,3900599,1,1
1830523,2288961,3353962,0,1
2293295,3144204,4477345,0,3
124254,127644,745679,1,1
1041216,1166629,3649361,1,1
1365852,1593117,3861766,0,1
2268947,3092843,3842856,0,3
144945,148711,5155477,1,3
1177248,1341374,5775603,1,1
1506459,1791737,2395838,0,3
2879069,4919471,5156668,0,1
649081,696420,3508420,0,3
2038887,2647839,4927441,0,1
865338,951327,2549743,0,1
2859198,4819948,5059724,0,3
634054,679417,2171936,0,1
1064360,1195583,4407561,0,1
1620778,1961926,5267082,0,3
923803,1021287,2538232,0,3
2298390,3154976,3183550,0,3
2709188,4222626,4282889,0,3
696422,751061,4309101,1,1
2684942,4142946,5056667,1,1
2962611,5510472,5832586,0,3
2191941,2934876,5208992,0,3
1077343,1212358,2898228,1,1
1333880,1549271,3058599,1,1
1061836,1192836,3497563,1,1
660690,709601,850511,1,1
2510856,3649238,3953824,1,1
2822520,4653241,4710081,1,3
1018914,1138199,3169287,0,3
406654,426106,5676081,0,1
2718880,4255118,5418393,0,1
2673322,4105632,5339055,0,3
1575581,1893445,5974419,0,1
2215846,2983650,5128407,1,1
2541800,3728783,5790769,0,1
167780,172525,2983793,0,1
2005640,2588100,3414827,1,1
518540,549834,2007170,1,2
2128723,2812952,6071630,1,1
2669302,4093385,5666808,0,1
2088465,2737845,4850586,1,1
2246984,3047073,4629354,1,3
1295726,1497178,5396972,1,1
2363062,3296749,4162761,1,1
116111,119060,5491822,0,3
831900,911998,4765866,0,1
153432,157523,2557485,0,1
1797150,2235375,3023606,0,1
120027,123041,2378407,1,3
391190,409210,5229015,0,1
2934890,5268090,6006190,0,1
2700941,4195089,5203394,0,3
2206125,2963500,3378925,1,1
582027,620639,4055493,0,1
1295532,1496994,2809920,1,1
1655216,2013452,5365217,0,3
2308062,3175031,4734962,1,1
1926130,2448964,4845697,1,1
281202,290866,4155780,0,1
21867,23156,886684,0,3
25204,26406,54848,0,1
468638,493414,2477913,0,3
689794,743237,5121419,0,1
478196,504201,3090413,0,3
1830491,2288894,5914513,1,1
1645915,1999505,2591051,0,1
613903,656479,1807837,0,1
362460,378393,4612958,0,1
67448,69273,2938583,1,1
2921174,5169542,5898380,0,1
1167056,1327892,2256641,0,3
227495,234019,5995178,1,1
1480456,1754157,2145949,0,1
2792337,4527059,4765783,0,1
1128159,1277780,1491936,1,1
87701,90633,2758420,0,1
1114827,1260417,3310873,0,1
767622,835033,3140206,0,1
1028269,1150092,5201505,0,1
448884,471397,2325398,0,1
910156,1005136,5643197,0,3
234819,241426,905252,0,1
2458554,3519863,5117482,0,1
872712,960240,2984212,1,1
504580,534218,2084498,0,3
1213956,1388839,3164290,0,1
2397999,3376096,4792117,1,1
2052704,2672633,5872297,0,3
1947842,2486453,3237623,0,1
2320631,3202199,4053293,1,1
1141275,1294243,5517652,0,1
2598323,3882269,4100544,0,3
457420,480801,2431365,1,1
290790,301391,2919220,1,3
2002882,2583795,5887782,0,1
1090047,1228801,2558096,0,3
38868,39568,3453452,0,3
2425329,3440369,4336524,0,1
723549,782762,4057184,1,1
1768890,2190165,2548109,0,1
2368654,3309632,5678869,0,1
2036682,2643956,5604610,0,3
165208,169627,5012676,1,1
1441519,1697634,1759348,0,3
1574975,1892597,2615861,1,1
2888612,4971720,5525969,1,1
150808,154692,257410,0,1
1516784,1806870,5413665,1,1
2725366,4277406,5100049,1,1
878029,966717,2147850,0,1
666879,716589,1886573,0,1
2395302,3370362,3775917,1,1
1232528,1413597,4907335,0,1
1431437,1683787,3856941,0,3
2540869,3726606,4722420,1,1
141050,144830,3343044,0,1
2849275,4773004,5113973,1,3
2412371,3409692,4439083,0,1
228306,234804,489576,0,3
908411,1003166,4990728,0,1
2391512,3362258,4011785,0,1
1795403,2232685,2989023,0,1
791954,864181,1406563,1,1
1091027,1229810,2166035,0,1
1228479,1408170,5267258,1,2
1831004,2289876,5484511,1,1
2320528,3201942,4034554,0,3
2277669,3111253,4407473,1,1
565868,602362,1235091,0,3
2469146,3545869,5396584,1,1
2176769,2904531,4573856,0,1
1102953,1245167,2160698,0,1
2443444,3482878,5304511,0,1
210158,215786,4030281,1,1
389041,406912,2650015,0,3
1972927,2531057,3952883,1,1
